,0
22740,"Santa Clause, The "
22741,"Shawshank Redemption, The "
22742,Shallow Grave 
22743,Suture 
22744,Strawberry and Chocolate 
22745,Swimming with Sharks 
22746,"Sum of Us, The "
22747,National Lampoon's Senior Trip 
22748,To Live 
22749,Tank Girl 
22750,Tales from the Crypt Presents: Demon Knight 
22751,Star Trek: Generations 
22752,Tales from the Hood 
22753,Tom & Viv 
22754,Village of the Damned 
22755,Tommy Boy 
22756,Vanya on 42nd Street 
22757,Underneath 
22758,What's Eating Gilbert Grape 
22759,Virtuosity 
22760,While You Were Sleeping 
22761,"War, The "
22762,Double Happiness 
22763,Muriel's Wedding 
22764,"Baby-Sitters Club, The "
22765,Ace Ventura: Pet Detective 
22766,"Adventures of Priscilla, Queen of the Desert, The "
22767,Backbeat 
22768,Bitter Moon 
22769,Bullets Over Broadway 
22770,Clear and Present Danger 
22771,"Client, The "
22772,"Corrina, Corrina "
22773,Crooklyn 
22774,"Crow, The "
22775,Cobb 
22776,"Flintstones, The "
22777,Forrest Gump 
22778,Four Weddings and a Funeral 
22779,Higher Learning 
22780,I Like It Like That 
22781,It Could Happen to You 
22782,"Jungle Book, The "
22783,"Wonderful, Horrible Life of Leni Riefenstahl, The "
22784,"Lion King, The "
22785,Little Buddha 
22786,Wes Craven's New Nightmare 
22787,"Mask, The "
22788,Maverick 
22789,Mrs. Parker and the Vicious Circle 
22790,Naked Gun 33 1/3: The Final Insult 
22791,"Paper, The "
22792,Reality Bites 
22793,Red Rock West 
22794,Richie Rich 
22795,"River Wild, The "
22796,Speed 
22797,Speechless 
22798,Timecop 
22799,True Lies 
22800,When a Man Loves a Woman 
22801,Wyatt Earp 
22802,"Man of No Importance, A "
22803,S.F.W. 
22804,"Low Down Dirty Shame, A "
22805,Boys Life 
22806,"Colonel Chabert, Le "
22807,Faster Pussycat! Kill! Kill! 
22808,Jason's Lyric 
22809,Street Fighter 
22810,Highlander III: The Sorcerer 
22811,Federal Hill 
22812,In the Mouth of Madness 
22813,8 Seconds 
22814,Above the Rim 
22815,Addams Family Values 
22816,Airheads 
22817,"Air Up There, The "
22818,Another Stakeout 
22819,Barcelona 
22820,Being Human 
22821,"Beverly Hillbillies, The "
22822,Beverly Hills Cop III 
22823,Blink 
22824,Blue Chips 
22825,Blue Sky 
22826,Body Snatchers 
22827,Boxing Helena 
22828,"Bronx Tale, A "
22829,Cabin Boy 
22830,Calendar Girl 
22831,Carlito's Way 
22832,City Slickers II: The Legend of Curly's Gold 
22833,Clean Slate 
22834,Cliffhanger 
22835,Coneheads 
22836,Color of Night 
22837,Cops and Robbersons 
22838,"Cowboy Way, The "
22839,Dave 
22840,Dazed and Confused 
22841,Demolition Man 
22842,Even Cowgirls Get the Blues 
22843,Fatal Instinct 
22844,Farewell My Concubine 
22845,Fearless 
22846,Fear of a Black Hat 
22847,With Honors 
22848,Flesh and Bone 
22849,Widows' Peak 
22850,For Love or Money 
22851,"Firm, The "
22852,Free Willy 
22853,Fresh 
22854,"Fugitive, The "
22855,Geronimo: An American Legend 
22856,"Getaway, The "
22857,Getting Even with Dad 
22858,Go Fish 
22859,Hard Target 
22860,Hot Shots! Part Deux 
22861,Live Nude Girls 
22862,"Englishman Who Went Up a Hill But Came Down a Mountain, The "
22863,"House of the Spirits, The "
22864,House Party 3 
22865,"Hudsucker Proxy, The "
22866,I'll Do Anything 
22867,In the Army Now 
22868,In the Line of Fire 
22869,In the Name of the Father 
22870,"Inkwell, The "
22871,What's Love Got to Do with It? 
22872,Jimmy Hollywood 
22873,Judgment Night 
22874,Jurassic Park 
22875,Kalifornia 
22876,Killing Zoe 
22877,Last Action Hero 
22878,Life with Mikey 
22879,Lightning Jack 
22880,M. Butterfly 
22881,Made in America 
22882,Malice 
22883,"Man Without a Face, The "
22884,Manhattan Murder Mystery 
22885,Menace II Society 
22886,Executive Decision 
22887,In the Realm of the Senses 
22888,What Happened Was... 
22889,Much Ado About Nothing 
22890,Mr. Wonderful 
22891,Mrs. Doubtfire 
22892,"Next Karate Kid, The "
22893,No Escape 
22894,Orlando 
22895,"Perfect World, A "
22896,Philadelphia 
22897,"Piano, The "
22898,Poetic Justice 
22899,"Program, The "
22900,"Puppet Masters, The "
22901,Radioland Murders 
22902,"Ref, The "
22903,"Remains of the Day, The "
22904,Renaissance Man 
22905,Rising Sun 
22906,"Road to Wellville, The "
22907,RoboCop 3 
22908,Robin Hood: Men in Tights 
22909,Romeo Is Bleeding 
22910,Romper Stomper 
22911,Ruby in Paradise 
22912,Rudy 
22913,Savage Nights 
22914,Schindler's List 
22915,"Scout, The "
22916,Searching for Bobby Fischer 
22917,Serial Mom 
22918,"Shadow, The "
22919,Short Cuts 
22920,"Simple Twist of Fate, A "
22921,Sirens 
22922,Six Degrees of Separation 
22923,Sleepless in Seattle 
22924,Sliver 
22925,Blade Runner 
22926,Son in Law 
22927,So I Married an Axe Murderer 
22928,Striking Distance 
22929,Super Mario Bros. 
22930,Surviving the Game 
22931,Terminal Velocity 
22932,Thirty-Two Short Films About Glenn Gould 
22933,Threesome 
22934,"Nightmare Before Christmas, The "
22935,Tombstone 
22936,True Romance 
22937,"War Room, The "
22938,"Pagemaster, The "
22939,Welcome to the Dollhouse 
22940,Germinal 
22941,Chasers 
22942,Kika 
22943,Bhaji on the Beach 
22944,Little Big League 
22945,"Ciao, Professore! "
22946,Spanking the Monkey 
22947,"Little Rascals, The "
22948,Andre 
22949,"Escort, The "
22950,Princess Caraboo 
22951,"Celluloid Closet, The "
22952,Dear Diary 
22953,"Brady Bunch Movie, The "
22954,Home Alone 
22955,Ghost 
22956,Terminator 2: Judgment Day 
22957,Dances with Wolves 
22958,"Silence of the Lambs, The "
22959,Snow White and the Seven Dwarfs 
22960,Pretty Woman 
22961,"Wild Bunch, The "
22962,Love and a .45 
22963,"Great Day in Harlem, A "
22964,One Fine Day 
22965,Candyman: Farewell to the Flesh 
22966,Fargo 
22967,Homeward Bound II: Lost in San Francisco 
22968,Heavy Metal 
22969,Hellraiser: Bloodline 
22970,"Pallbearer, The "
22971,Bread and Chocolate 
22972,"Aristocats, The "
22973,"Flower of My Secret, The "
22974,Two Much 
22975,Ed 
22976,"Thin Line Between Love and Hate, A "
22977,"Last Supper, The "
22978,Primal Fear 
22979,All Dogs Go to Heaven 2 
22980,Land and Freedom 
22981,Denise Calls Up 
22982,Theodore Rex 
22983,"Family Thing, A "
22984,Frisk 
22985,Sgt. Bilko 
22986,Jack and Sarah 
22987,Girl 6 
22988,Diabolique 
22989,Nelly & Monsieur Arnaud 
22990,Courage Under Fire 
22991,Mission: Impossible 
22992,Cold Fever 
22993,Moll Flanders 
22994,Dragonheart 
22995,Eddie 
22996,James and the Giant Peach 
22997,Kids in the Hall: Brain Candy 
22998,Underground 
22999,Bloodsport 2 
23000,Song of the Little Road 
23001,"World of Apu, The "
23002,Mystery Science Theater 3000: The Movie 
23003,Space Jam 
23004,Barbarella 
23005,Some Folks Call It a Sling Blade 
23006,"Run of the Country, The "
23007,Alphaville 
23008,It's My Party 
23009,Operation Dumbo Drop 
23010,Mrs. Winterbourne 
23011,Solo 
23012,True Crime 
23013,Feeling Minnesota 
23014,Delta of Venus 
23015,Angus 
23016,Sunset Park 
23017,Mulholland Falls 
23018,"Truth About Cats & Dogs, The "
23019,Oliver & Company 
23020,Celtic Pride 
23021,Dead Man 
23022,"Horseman on the Roof, The "
23023,Multiplicity 
23024,Wallace & Gromit: The Best of Aardman Animation 
23025,"Haunted World of Edward D. Wood Jr., The "
23026,"Craft, The "
23027,"Great White Hype, The "
23028,Last Dance 
23029,Cold Comfort Farm 
23030,Heaven's Prisoners 
23031,"Rock, The "
23032,Cemetery Man 
23033,Twister 
23034,Barb Wire 
23035,Ghost in the Shell 
23036,Thinner 
23037,Spy Hard 
23038,Wallace & Gromit: A Close Shave 
23039,"Stupids, The "
23040,"Arrival, The "
23041,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 
23042,Ashes of Time 
23043,Maya Lin: A Strong Clear Vision 
23044,Stalingrad 
23045,Striptease 
23046,Heavy 
23047,Jack 
23048,I Shot Andy Warhol 
23049,Touki Bouki 
23050,Spirits of the Dead 
23051,Trainspotting 
23052,'Til There Was You 
23053,Independence Day 
23054,Stealing Beauty 
23055,"Cable Guy, The "
23056,Kingpin 
23057,Eraser 
23058,"Nutty Professor, The "
23059,"Unforgettable Summer, An "
23060,Somebody to Love 
23061,"Frighteners, The "
23062,Lone Star 
23063,Harriet the Spy 
23064,Phenomenon 
23065,Walking and Talking 
23066,She's the One 
23067,"Time to Kill, A "
23068,American Buffalo 
23069,Alaska 
23070,Fled 
23071,Kazaam 
23072,Larger Than Life 
23073,"Very Brady Sequel, A "
23074,Kaspar Hauser 
23075,"Adventures of Pinocchio, The "
23076,Joe's Apartment 
23077,"First Wives Club, The "
23078,High School High 
23079,Matilda 
23080,"Crow: City of Angels, The "
23081,House Arrest 
23082,Eyes Without a Face 
23083,Tales from the Crypt Presents: Bordello of Blood 
23084,"Spitfire Grill, The "
23085,Escape from L.A. 
23086,Basquiat 
23087,Tin Cup 
23088,"Godfather, The "
23089,Supercop 
23090,Bound 
23091,Carpool 
23092,Kansas City 
23093,Gone Fishin' 
23094,Supercop 2 
23095,"Relic, The "
23096,First Kid 
23097,"Trigger Effect, The "
23098,Bogus 
23099,Bulletproof 
23100,Land Before Time III: The Time of the Great Giving 
23101,1-900 
23102,Halloween: The Curse of Michael Myers 
23103,Twelfth Night 
23104,Mother Night 
23105,Wild Reeds 
23106,For Whom the Bell Tolls 
23107,"Philadelphia Story, The "
23108,Singin' in the Rain 
23109,"American in Paris, An "
23110,Funny Face 
23111,Breakfast at Tiffany's 
23112,Vertigo 
23113,Rear Window 
23114,It Happened One Night 
23115,"Gay Divorcee, The "
23116,North by Northwest 
23117,"Apartment, The "
23118,Some Like It Hot 
23119,Charade 
23120,Casablanca 
23121,"Maltese Falcon, The "
23122,My Fair Lady 
23123,Roman Holiday 
23124,"Little Princess, The "
23125,Meet Me in St. Louis 
23126,Gone with the Wind 
23127,My Favorite Year 
23128,Sunset Blvd. 
23129,Citizen Kane 
23130,2001: A Space Odyssey 
23131,All About Eve 
23132,Rebecca 
23133,Foreign Correspondent 
23134,Notorious 
23135,Spellbound 
23136,"Affair to Remember, An "
23137,To Catch a Thief 
23138,Father of the Bride 
23139,"Band Wagon, The "
23140,Ninotchka 
23141,Gigi 
23142,"Adventures of Robin Hood, The "
23143,Laura 
23144,"Ghost and Mrs. Muir, The "
23145,Top Hat 
23146,My Man Godfrey 
23147,Giant 
23148,East of Eden 
23149,"Thin Man, The "
23150,His Girl Friday 
23151,Around the World in 80 Days 
23152,It's a Wonderful Life 
23153,Mr. Smith Goes to Washington 
23154,Bringing Up Baby 
23155,Penny Serenade 
23156,Of Human Bondage 
23157,"Inspector General, The "
23158,"39 Steps, The "
23159,Night of the Living Dead 
23160,"African Queen, The "
23161,Beat the Devil 
23162,Cat on a Hot Tin Roof 
23163,Meet John Doe 
23164,Dangerous Ground 
23165,Picnic 
23166,"Pompatus of Love, The "
23167,Fly Away Home 
23168,Grace of My Heart 
23169,Maximum Risk 
23170,Michael Collins 
23171,Infinity 
23172,Big Night 
23173,Last Man Standing 
23174,Set It Off 
23175,2 Days in the Valley 
23176,Extreme Measures 
23177,"Glimmer Man, The "
23178,D3: The Mighty Ducks 
23179,"Chamber, The "
23180,"Apple Dumpling Gang, The "
23181,"Davy Crockett, King of the Wild Frontier "
23182,Escape to Witch Mountain 
23183,"Love Bug, The "
23184,Herbie Rides Again 
23185,Old Yeller 
23186,"Parent Trap, The "
23187,Pollyanna 
23188,Homeward Bound: The Incredible Journey 
23189,"Shaggy Dog, The "
23190,Swiss Family Robinson 
23191,That Darn Cat! 
23192,Cool Runnings 
23193,Winnie the Pooh and the Blustery Day 
23194,"Three Caballeros, The "
23195,"Sword in the Stone, The "
23196,Robin Hood: Prince of Thieves 
23197,Mary Poppins 
23198,Dumbo 
23199,Pete's Dragon 
23200,Bedknobs and Broomsticks 
23201,"Fox and the Hound, The "
23202,"Sound of Music, The "
23203,Die Hard 
23204,"Lawnmower Man, The "
23205,"Secret Agent, The "
23206,Secrets & Lies 
23207,That Thing You Do! 
23208,To Gillian on Her 37th Birthday 
23209,Beautiful Thing 
23210,"Long Kiss Goodnight, The "
23211,"Ghost and the Darkness, The "
23212,Looking for Richard 
23213,Trees Lounge 
23214,Normal Life 
23215,Get on the Bus 
23216,Shadow Conspiracy 
23217,Jude 
23218,Everyone Says I Love You 
23219,William Shakespeare's Romeo + Juliet 
23220,Swingers 
23221,Sleepers 
23222,Aladdin and the King of Thieves 
23223,Shall We Dance 
23224,Crossfire 
23225,Willy Wonka & the Chocolate Factory 
23226,"Innocents, The "
23227,Sleeper 
23228,Bananas 
23229,"Fish Called Wanda, A "
23230,Monty Python's Life of Brian 
23231,Victor/Victoria 
23232,"Great Race, The "
23233,Dial M for Murder 
23234,Dirty Dancing 
23235,Reservoir Dogs 
23236,Platoon 
23237,Weekend at Bernie's 
23238,Basic Instinct 
23239,"Doors, The "
23240,"Crying Game, The "
23241,Glengarry Glen Ross 
23242,Sophie's Choice 
23243,E.T. the Extra-Terrestrial 
23244,Days of Thunder 
23245,Top Gun 
23246,Rebel Without a Cause 
23247,Children of the Corn IV: The Gathering 
23248,Microcosmos 
23249,Palookaville 
23250,"Single Girl, A "
23251,Drunks 
23252,"People vs. Larry Flynt, The "
23253,Glory Daze 
23254,"Perfect Candidate, A "
23255,On Golden Pond 
23256,"Return of the Pink Panther, The "
23257,Drop Dead Fred 
23258,"Abyss, The "
23259,"Fog, The "
23260,Escape from New York 
23261,"Howling, The "
23262,Jean de Florette 
23263,Private Benjamin 
23264,Monty Python and the Holy Grail 
23265,Hustler White 
23266,Entertaining Angels: The Dorothy Day Story 
23267,"Line King: The Al Hirschfeld Story, The "
23268,When We Were Kings 
23269,Wallace & Gromit: The Wrong Trousers 
23270,"Return of Martin Guerre, The "
23271,"Children Are Watching Us, The "
23272,"Tin Drum, The "
23273,"Ruling Class, The "
23274,Mina Tannenbaum 
23275,Dear God 
23276,Best of the Best 3: No Turning Back 
23277,Bob Roberts 
23278,Cinema Paradiso 
23279,"Cook the Thief His Wife & Her Lover, The "
23280,Delicatessen 
23281,"Double Life of Veronique, The "
23282,Enchanted April 
23283,Paths of Glory 
23284,"Grifters, The "
23285,Hear My Song 
23286,"English Patient, The "
23287,Mediterraneo 
23288,My Left Foot 
23289,"Sex, Lies, and Videotape "
23290,Passion Fish 
23291,Strictly Ballroom 
23292,"Thin Blue Line, The "
23293,Tie Me Up! Tie Me Down! 
23294,Madonna: Truth or Dare 
23295,Paris Is Burning 
23296,One Flew Over the Cuckoo's Nest 
23297,Cheech and Chong's Up in Smoke 
23298,Star Wars: Episode V - The Empire Strikes Back 
23299,"Princess Bride, The "
23300,Raiders of the Lost Ark 
23301,Brazil 
23302,Aliens 
23303,"Good, the Bad and the Ugly, The "
23304,Withnail & I 
23305,12 Angry Men 
23306,Lawrence of Arabia 
23307,"Clockwork Orange, A "
23308,To Kill a Mockingbird 
23309,Apocalypse Now 
23310,Once Upon a Time in the West 
23311,Star Wars: Episode VI - Return of the Jedi 
23312,Wings of Desire 
23313,"Third Man, The "
23314,Goodfellas 
23315,Alien 
23316,Army of Darkness 
23317,"Big Blue, The "
23318,Ran 
23319,"Killer, The "
23320,Psycho 
23321,"Blues Brothers, The "
23322,"Godfather: Part II, The "
23323,Full Metal Jacket 
23324,"Grand Day Out with Wallace and Gromit, A "
23325,Amadeus 
23326,"Quiet Man, The "
23327,Once Upon a Time in America 
23328,Raging Bull 
23329,Annie Hall 
23330,"Right Stuff, The "
23331,Stalker 
23332,"Boot, Das "
23333,"Sting, The "
23334,Harold and Maude 
23335,"Seventh Seal, The "
23336,Local Hero 
23337,"Terminator, The "
23338,Dead Alive 
23339,Glory 
23340,Rosencrantz and Guildenstern Are Dead 
23341,Manhattan 
23342,Miller's Crossing 
23343,Dead Poets Society 
23344,"Graduate, The "
23345,Touch of Evil 
23346,"Femme Nikita, La "
23347,"Bridge on the River Kwai, The "
23348,8 1/2 
23349,Chinatown 
23350,"Day the Earth Stood Still, The "
23351,"Treasure of the Sierra Madre, The "
23352,Bad Taste 
23353,Duck Soup 
23354,Better Off Dead... 
23355,"Shining, The "
23356,Stand by Me 
23357,Evil Dead II 
23358,"Great Escape, The "
23359,"Deer Hunter, The "
23360,Diva 
23361,Groundhog Day 
23362,Unforgiven 
23363,"Manchurian Candidate, The "
23364,Pump Up the Volume 
23365,Arsenic and Old Lace 
23366,Back to the Future 
23367,Fried Green Tomatoes 
23368,Patton 
23369,Down by Law 
23370,Akira 
23371,Highlander 
23372,Cool Hand Luke 
23373,Young Frankenstein 
23374,Night on Earth 
23375,Raise the Red Lantern 
23376,"Great Dictator, The "
23377,Fantasia 
23378,"Big Sleep, The "
23379,Heathers 
23380,Somewhere in Time 
23381,Ben-Hur 
23382,This Is Spinal Tap 
23383,Koyaanisqatsi 
23384,Some Kind of Wonderful 
23385,Indiana Jones and the Last Crusade 
23386,Being There 
23387,Gandhi 
23388,"Unbearable Lightness of Being, The "
23389,"Room with a View, A "
23390,Real Genius 
23391,Pink Floyd: The Wall 
23392,"Killing Fields, The "
23393,My Life as a Dog 
23394,Forbidden Planet 
23395,Field of Dreams 
23396,"Man Who Would Be King, The "
23397,Butch Cassidy and the Sundance Kid 
23398,"Paris, Texas "
23399,Until the End of the World 
23400,When Harry Met Sally... 
23401,Hype! 
23402,Female Perversions 
23403,Blue Juice 
23404,Alien³ 
23405,"American Werewolf in London, An "
23406,Amityville 1992: It's About Time 
23407,Amityville 3-D 
23408,Amityville: Dollhouse 
23409,Amityville: A New Generation 
23410,Amityville II: The Possession 
23411,"Amityville Horror, The "
23412,"Amityville Curse, The "
23413,Blood for Dracula 
23414,Audrey Rose 
23415,"Believers, The "
23416,"Birds, The "
23417,"Blob, The "
23418,Blood Beach 
23419,Body Parts 
23420,"Body Snatcher, The "
23421,"Bride of Frankenstein, The "
23422,Burnt Offerings 
23423,Candyman 
23424,Cape Fear 
23425,Cat People 
23426,"Nightmare on Elm Street, A "
23427,Nosferatu 
23428,Vampire in Venice 
23429,"Omen, The "
23430,Blood and Wine 
23431,Albino Alligator 
23432,"Mirror Has Two Faces, The "
23433,Breaking the Waves 
23434,Star Trek: First Contact 
23435,Shine 
23436,Sling Blade 
23437,Jingle All the Way 
23438,Paradise Lost: The Child Murders at Robin Hood Hills 
23439,"Preacher's Wife, The "
23440,Ridicule 
23441,"Crucible, The "
23442,101 Dalmatians 
23443,Die Hard 2 
23444,Star Trek: The Motion Picture 
23445,Star Trek VI: The Undiscovered Country 
23446,Star Trek V: The Final Frontier 
23447,Star Trek II: The Wrath of Khan 
23448,Star Trek III: The Search for Spock 
23449,Star Trek IV: The Voyage Home 
23450,Batman Returns 
23451,Young Guns 
23452,Young Guns II 
23453,Grease 
23454,Grease 2 
23455,Marked for Death 
23456,Under Siege 
23457,Jaws 
23458,Jaws 2 
23459,Jaws 3-D 
23460,My Fellow Americans 
23461,Mars Attacks! 
23462,Citizen Ruth 
23463,Jerry Maguire 
23464,Raising Arizona 
23465,Tin Men 
23466,Sneakers 
23467,Bastard Out of Carolina 
23468,In Love and War 
23469,Marvin's Room 
23470,Ghosts of Mississippi 
23471,Beavis and Butt-Head Do America 
23472,"Judgement in Stone, A "
23473,Scream 
23474,Some Mother's Son 
23475,"Whole Wide World, The "
23476,Thieves 
23477,Evita 
23478,"Portrait of a Lady, The "
23479,Walkabout 
23480,Murder at 1600 
